"date","start_date","end_date","OT","prior_history_avg","prior_history_std","fact","preds"
"1952-05-01","1952-05-01","1952-05-31",2.9,0.0,1.697056274847714,"null",""
"1952-06-01","1952-06-01","1952-06-30",3.2,0.0,1.5556349186104044,"null",""
"1952-07-01","1952-07-01","1952-07-31",3.3,0.0,1.4142135623730951,"null",""
"1952-08-01","1952-08-01","1952-08-31",3.1,0.0,0.8485281374238569,"null",""
"1952-09-01","1952-09-01","1952-09-30",2.7,0.0,0.7071067811865476,"null",""
"1952-10-01","1952-10-01","1952-10-31",2.4,0.0,0.3535533905932738,"null",""
"1952-11-01","1952-11-01","1952-11-30",2.5,0.0,0.4242640687119283,"null",""
"1952-12-01","1952-12-01","1952-12-31",2.5,0.0,0.7071067811865476,"null",""
"1953-01-01","1953-01-01","1953-01-31",3.4,0.0,0.4949747468305834,"null",""
"1953-02-01","1953-02-01","1953-02-28",3.2,0.0,0.2828427124746193,"null",""
"1953-03-01","1953-03-01","1953-03-31",2.9,0.0,0.3535533905932738,"null",""
"1953-04-01","1953-04-01","1953-04-30",2.8,0.0,0.1414213562373096,"null",""
"1953-05-01","1953-05-01","1953-05-31",2.5,0.0,0.0,"null",""
"1953-06-01","1953-06-01","1953-06-30",2.7,0.0,0.1414213562373093,"null",""
"1953-07-01","1953-07-01","1953-07-31",2.7,0.0,0.0,"null",""
"1953-08-01","1953-08-01","1953-08-31",2.4,0.0,0.1414213562373096,"null",""
"1953-09-01","1953-09-01","1953-09-30",2.6,0.0,0.2121320343559641,"null",""
"1953-10-01","1953-10-01","1953-10-31",2.5,0.0,0.2828427124746189,"null",""
"1953-11-01","1953-11-01","1953-11-30",3.2,0.0,0.4949747468305834,"null",""
"1953-12-01","1953-12-01","1953-12-31",4.2,0.0,0.2828427124746189,"null",""
"1954-01-01","1954-01-01","1954-01-31",5.7,0.0,0.2121320343559644,"null",""
"1954-02-01","1954-02-01","1954-02-28",6.3,0.0,0.4242640687119283,"null",""
"1954-03-01","1954-03-01","1954-03-31",6.4,0.0,0.2828427124746189,"null",""
"1954-04-01","1954-04-01","1954-04-30",6.1,0.0,0.1414213562373096,"null",""
"1954-05-01","1954-05-01","1954-05-31",5.7,0.0,0.2828427124746189,"null",""
"1954-06-01","1954-06-01","1954-06-30",5.7,0.0,0.3535533905932738,"null",""
"1954-07-01","1954-07-01","1954-07-31",5.7,0.0,0.4242640687119283,"null",""
"1954-08-01","1954-08-01","1954-08-31",5.4,0.0,0.4949747468305834,"null",""
"1954-09-01","1954-09-01","1954-09-30",5.3,0.0,0.0707106781186548,"null",""
"1954-10-01","1954-10-01","1954-10-31",4.6,0.0,0.0707106781186548,"null",""
"1954-11-01","1954-11-01","1954-11-30",4.9,0.0,0.4949747468305834,"null",""
"1954-12-01","1954-12-01","1954-12-31",4.8,0.0,1.2020815280171309,"null",""
"1955-01-01","1955-01-01","1955-01-31",5.8,0.0,1.6263455967290594,"null",""
"1955-02-01","1955-02-01","1955-02-28",5.7,0.0,2.192031021678297,"null",""
"1955-03-01","1955-03-01","1955-03-31",5.2,0.0,2.474873734152917,"null",""
"1955-04-01","1955-04-01","1955-04-30",4.9,0.0,2.3334523779156067,"null",""
"1955-05-01","1955-05-01","1955-05-31",4.2,0.0,2.2627416997969525,"null",""
"1955-06-01","1955-06-01","1955-06-30",4.4,0.0,2.1213203435596424,"null",""
"1955-07-01","1955-07-01","1955-07-31",4.0,0.0,2.1213203435596424,"null",""
"1955-08-01","1955-08-01","1955-08-31",3.8,0.0,2.121320343559643,"null",""
"1955-09-01","1955-09-01","1955-09-30",3.5,0.0,1.909188309203678,"null",""
"1955-10-01","1955-10-01","1955-10-31",3.4,0.0,1.4849242404917495,"null",""
"1955-11-01","1955-11-01","1955-11-30",3.8,0.0,1.2020815280171309,"null",""
"1955-12-01","1955-12-01","1955-12-31",3.9,0.0,0.4242640687119283,"null",""
"1956-01-01","1956-01-01","1956-01-31",4.7,0.0,0.0707106781186545,"null",""
"1956-02-01","1956-02-01","1956-02-29",4.8,0.0,0.4242640687119283,"null",""
"1956-03-01","1956-03-01","1956-03-31",4.7,0.0,0.8485281374238571,"null",""
"1956-04-01","1956-04-01","1956-04-30",4.1,0.0,0.8485281374238566,"null",""
"1956-05-01","1956-05-01","1956-05-31",4.2,0.0,1.0606601717798212,"null",""
"1956-06-01","1956-06-01","1956-06-30",4.7,0.0,0.9192388155425116,"null",""
"1956-07-01","1956-07-01","1956-07-31",4.4,0.0,1.2020815280171309,"null",""
"1956-08-01","1956-08-01","1956-08-31",3.7,0.0,1.1313708498984762,"null",""
"1956-09-01","1956-09-01","1956-09-30",3.4,0.0,1.2727922061357857,"null",""
"1956-10-01","1956-10-01","1956-10-31",3.1,0.0,0.8485281374238569,"null",""
"1956-11-01","1956-11-01","1956-11-30",3.9,0.0,0.7778174593052027,"null",""
"1956-12-01","1956-12-01","1956-12-31",4.0,0.0,0.6363961030678927,"null",""
"1957-01-01","1957-01-01","1957-01-31",4.9,0.0,0.7778174593052021,"null",""
"1957-02-01","1957-02-01","1957-02-28",4.7,0.0,0.636396103067893,"null",""
"1957-03-01","1957-03-01","1957-03-31",4.3,0.0,0.3535533905932738,"null",""
"1957-04-01","1957-04-01","1957-04-30",4.0,0.0,0.5656854249492386,"null",""
"1957-05-01","1957-05-01","1957-05-31",3.9,0.0,0.0,"null",""
"1957-06-01","1957-06-01","1957-06-30",4.6,0.0,0.2121320343559641,"null",""
"1957-07-01","1957-07-01","1957-07-31",4.1,0.0,0.2828427124746193,"null",""
"1957-08-01","1957-08-01","1957-08-31",3.7,0.0,0.0707106781186545,"null",""
"1957-09-01","1957-09-01","1957-09-30",3.7,0.0,0.0707106781186548,"null",""
"1957-10-01","1957-10-01","1957-10-31",3.6,0.0,0.2121320343559641,"null",""
"1957-11-01","1957-11-01","1957-11-30",4.6,0.0,0.0707106781186548,"null",""
"1957-12-01","1957-12-01","1957-12-31",5.0,0.0,0.0707106781186548,"null",""
"1958-01-01","1958-01-01","1958-01-31",6.8,0.0,0.1414213562373096,"null",""
"1958-02-01","1958-02-01","1958-02-28",7.7,0.0,0.0707106781186545,"null",""
"1958-03-01","1958-03-01","1958-03-31",7.7,0.0,0.2828427124746193,"null",""
"1958-04-01","1958-04-01","1958-04-30",7.5,0.0,0.0707106781186545,"null",""
"1958-05-01","1958-05-01","1958-05-31",7.1,0.0,0.2121320343559644,"null",""
"1958-06-01","1958-06-01","1958-06-30",7.6,0.0,0.0707106781186551,"null",""
"1958-07-01","1958-07-01","1958-07-31",7.4,0.0,0.2121320343559647,"null",""
"1958-08-01","1958-08-01","1958-08-31",6.7,0.0,0.0,"null",""
"1958-09-01","1958-09-01","1958-09-30",6.0,0.0,0.2121320343559644,"null",""
"1958-10-01","1958-10-01","1958-10-31",5.5,0.0,0.3535533905932738,"null",""
"1958-11-01","1958-11-01","1958-11-30",5.6,0.0,0.494974746830583,"null",""
"1958-12-01","1958-12-01","1958-12-31",6.0,0.0,0.7071067811865476,"null",""
"1959-01-01","1959-01-01","1959-01-31",7.0,0.0,1.34350288425444,"null",""
"1959-02-01","1959-02-01","1959-02-28",7.0,0.0,2.1213203435596424,"null",""
"1959-03-01","1959-03-01","1959-03-31",6.4,0.0,2.4041630560342617,"null",""
"1959-04-01","1959-04-01","1959-04-30",5.2,0.0,2.4748737341529163,"null",""
"1959-05-01","1959-05-01","1959-05-31",4.9,0.0,2.262741699796952,"null",""
"1959-06-01","1959-06-01","1959-06-30",5.4,0.0,2.1213203435596424,"null",""
"1959-07-01","1959-07-01","1959-07-31",5.2,0.0,2.333452377915607,"null",""
"1959-08-01","1959-08-01","1959-08-31",4.8,0.0,2.1213203435596424,"null",""
"1959-09-01","1959-09-01","1959-09-30",4.7,0.0,1.6263455967290592,"null",""
"1959-10-01","1959-10-01","1959-10-31",4.7,0.0,1.34350288425444,"null",""
"1959-11-01","1959-11-01","1959-11-30",5.3,0.0,0.7071067811865476,"null",""
"1959-12-01","1959-12-01","1959-12-31",5.1,0.0,0.7071067811865476,"null",""
"1960-01-01","1960-01-01","1960-01-31",6.1,0.0,0.1414213562373096,"null",""
"1960-02-01","1960-02-01","1960-02-29",5.7,0.0,0.4949747468305834,"null",""
"1960-03-01","1960-03-01","1960-03-31",6.1,0.0,0.9192388155425116,"null",""
"1960-04-01","1960-04-01","1960-04-30",5.2,0.0,1.6263455967290592,"null",""
"1960-05-01","1960-05-01","1960-05-31",4.8,0.0,1.555634918610404,"null",""
"1960-06-01","1960-06-01","1960-06-30",5.8,0.0,1.555634918610404,"null",""
"1960-07-01","1960-07-01","1960-07-31",5.5,0.0,1.5556349186104046,"null",""
"1960-08-01","1960-08-01","1960-08-31",5.2,0.0,1.3435028842544403,"null",""
"1960-09-01","1960-09-01","1960-09-30",4.7,0.0,0.9192388155425116,"null",""
"1960-10-01","1960-10-01","1960-10-31",5.0,0.0,0.5656854249492379,"null",""
"1960-11-01","1960-11-01","1960-11-30",5.6,0.0,0.2121320343559641,"null",""
"1960-12-01","1960-12-01","1960-12-31",6.4,0.0,0.636396103067893,"null",""
"1961-01-01","1961-01-01","1961-01-31",7.7,0.0,0.636396103067893,"null",""
"1961-02-01","1961-02-01","1961-02-28",8.1,0.0,0.9192388155425116,"null",""
"1961-03-01","1961-03-01","1961-03-31",7.7,0.0,0.2121320343559647,"null",""
"1961-04-01","1961-04-01","1961-04-30",7.0,0.0,0.0,"null",""
"1961-05-01","1961-05-01","1961-05-31",6.6,0.0,0.0707106781186551,"null",""
"1961-06-01","1961-06-01","1961-06-30",7.3,0.0,0.2828427124746186,"null",""
"1961-07-01","1961-07-01","1961-07-31",6.9,0.0,0.2121320343559641,"null",""
"1961-08-01","1961-08-01","1961-08-31",6.2,0.0,0.2828427124746193,"null",""
"1961-09-01","1961-09-01","1961-09-30",5.8,0.0,0.0,"null",""
"1961-10-01","1961-10-01","1961-10-31",5.5,0.0,0.2121320343559641,"null",""
"1961-11-01","1961-11-01","1961-11-30",5.6,0.0,0.2121320343559641,"null",""
"1961-12-01","1961-12-01","1961-12-31",5.8,0.0,0.9192388155425124,"null",""
"1962-01-01","1962-01-01","1962-01-31",6.7,0.0,1.1313708498984762,"null",""
"1962-02-01","1962-02-01","1962-02-28",6.5,0.0,1.6970562748477138,"null",""
"1962-03-01","1962-03-01","1962-03-31",6.2,0.0,1.1313708498984762,"null",""
"1962-04-01","1962-04-01","1962-04-30",5.5,0.0,1.2727922061357857,"null",""
"1962-05-01","1962-05-01","1962-05-31",5.1,0.0,1.2727922061357857,"null",""
"1962-06-01","1962-06-01","1962-06-30",5.9,0.0,1.0606601717798212,"null",""
"1962-07-01","1962-07-01","1962-07-31",5.3,0.0,0.9899494936611668,"null",""
"1962-08-01","1962-08-01","1962-08-31",5.3,0.0,0.7071067811865476,"null",""
"1962-09-01","1962-09-01","1962-09-30",4.9,0.0,0.7778174593052021,"null",""
"1962-10-01","1962-10-01","1962-10-31",4.5,0.0,0.3535533905932738,"null",""
"1962-11-01","1962-11-01","1962-11-30",5.3,0.0,0.0,"null",""
"1962-12-01","1962-12-01","1962-12-31",5.3,0.0,0.4242640687119289,"null",""
"1963-01-01","1963-01-01","1963-01-31",6.6,0.0,0.7071067811865476,"null",""
"1963-02-01","1963-02-01","1963-02-28",6.9,0.0,1.1313708498984758,"null",""
"1963-03-01","1963-03-01","1963-03-31",6.3,0.0,1.0606601717798212,"null",""
"1963-04-01","1963-04-01","1963-04-30",5.6,0.0,1.0606601717798212,"null",""
"1963-05-01","1963-05-01","1963-05-31",5.5,0.0,1.0606601717798212,"null",""
"1963-06-01","1963-06-01","1963-06-30",6.2,0.0,0.989949493661166,"null",""
"1963-07-01","1963-07-01","1963-07-31",5.6,0.0,1.1313708498984762,"null",""
"1963-08-01","1963-08-01","1963-08-31",5.2,0.0,0.636396103067893,"null",""
"1963-09-01","1963-09-01","1963-09-30",4.8,0.0,0.6363961030678924,"null",""
"1963-10-01","1963-10-01","1963-10-31",4.7,0.0,0.7071067811865476,"null",""
"1963-11-01","1963-11-01","1963-11-30",5.3,0.0,0.2121320343559641,"null",""
"1963-12-01","1963-12-01","1963-12-31",5.3,0.0,0.3535533905932738,"null",""
"1964-01-01","1964-01-01","1964-01-31",6.4,0.0,0.0707106781186551,"null",""
"1964-02-01","1964-02-01","1964-02-29",6.2,0.0,0.2828427124746193,"null",""
"1964-03-01","1964-03-01","1964-03-31",5.9,0.0,0.0707106781186545,"null",""
"1964-04-01","1964-04-01","1964-04-30",5.3,0.0,0.0707106781186545,"null",""
"1964-05-01","1964-05-01","1964-05-31",4.8,0.0,0.2828427124746193,"null",""
"1964-06-01","1964-06-01","1964-06-30",5.9,0.0,0.2121320343559641,"null",""
"1964-07-01","1964-07-01","1964-07-31",4.9,0.0,0.2121320343559641,"null",""
"1964-08-01","1964-08-01","1964-08-31",4.8,0.0,0.0707106781186545,"null",""
"1964-09-01","1964-09-01","1964-09-30",4.5,0.0,0.0707106781186551,"null",""
"1964-10-01","1964-10-01","1964-10-31",4.4,0.0,0.1414213562373096,"null",""
"1964-11-01","1964-11-01","1964-11-30",4.5,0.0,0.0,"null",""
"1964-12-01","1964-12-01","1964-12-31",4.7,0.0,0.0,"null",""
"1965-01-01","1965-01-01","1965-01-31",5.5,0.0,0.141421356237309,"null",""
"1965-02-01","1965-02-01","1965-02-28",5.7,0.0,0.4949747468305834,"null",""
"1965-03-01","1965-03-01","1965-03-31",5.1,0.0,0.2828427124746186,"null",""
"1965-04-01","1965-04-01","1965-04-30",4.7,0.0,0.2121320343559641,"null",""
"1965-05-01","1965-05-01","1965-05-31",4.3,0.0,0.4949747468305834,"null",""
"1965-06-01","1965-06-01","1965-06-30",5.3,0.0,0.2121320343559641,"null",""
"1965-07-01","1965-07-01","1965-07-31",4.5,0.0,0.4949747468305827,"null",""
"1965-08-01","1965-08-01","1965-08-31",4.2,0.0,0.2828427124746193,"null",""
"1965-09-01","1965-09-01","1965-09-30",3.8,0.0,0.2121320343559641,"null",""
"1965-10-01","1965-10-01","1965-10-31",3.6,0.0,0.2121320343559641,"null",""
"1965-11-01","1965-11-01","1965-11-30",3.9,0.0,0.5656854249492379,"null",""
"1965-12-01","1965-12-01","1965-12-31",3.7,0.0,0.4242640687119283,"null",""
"1966-01-01","1966-01-01","1966-01-31",4.4,0.0,0.636396103067893,"null",""
"1966-02-01","1966-02-01","1966-02-28",4.2,0.0,0.3535533905932738,"null",""
"1966-03-01","1966-03-01","1966-03-31",4.0,0.0,0.5656854249492386,"null",""
"1966-04-01","1966-04-01","1966-04-30",3.6,0.0,0.4242640687119283,"null",""
"1966-05-01","1966-05-01","1966-05-31",3.7,0.0,0.3535533905932738,"null",""
"1966-06-01","1966-06-01","1966-06-30",4.6,0.0,0.4242640687119289,"null",""
"1966-07-01","1966-07-01","1966-07-31",3.9,0.0,0.2828427124746193,"null",""
"1966-08-01","1966-08-01","1966-08-31",3.6,0.0,0.4242640687119283,"null",""
"1966-09-01","1966-09-01","1966-09-30",3.3,0.0,0.4949747468305834,"null",""
"1966-10-01","1966-10-01","1966-10-31",3.2,0.0,0.5656854249492381,"null",""
"1966-11-01","1966-11-01","1966-11-30",3.4,0.0,0.4242640687119285,"null",""
"1966-12-01","1966-12-01","1966-12-31",3.5,0.0,0.7071067811865476,"null",""
"1967-01-01","1967-01-01","1967-01-31",4.2,0.0,0.7778174593052021,"null",""
"1967-02-01","1967-02-01","1967-02-28",4.2,0.0,1.0606601717798212,"null",""
"1967-03-01","1967-03-01","1967-03-31",3.9,0.0,0.7778174593052021,"null",""
"1967-04-01","1967-04-01","1967-04-30",3.5,0.0,0.7778174593052023,"null",""
"1967-05-01","1967-05-01","1967-05-31",3.2,0.0,0.4242640687119283,"null",""
"1967-06-01","1967-06-01","1967-06-30",4.6,0.0,0.4949747468305834,"null",""
"1967-07-01","1967-07-01","1967-07-31",4.1,0.0,0.4242640687119285,"null",""
"1967-08-01","1967-08-01","1967-08-31",3.7,0.0,0.4242640687119285,"null",""
"1967-09-01","1967-09-01","1967-09-30",3.7,0.0,0.3535533905932738,"null",""
"1967-10-01","1967-10-01","1967-10-31",3.8,0.0,0.2828427124746189,"null",""
"1967-11-01","1967-11-01","1967-11-30",3.7,0.0,0.3535533905932738,"null",""
"1967-12-01","1967-12-01","1967-12-31",3.5,0.0,0.1414213562373096,"null",""
"1968-01-01","1968-01-01","1968-01-31",4.0,0.0,0.1414213562373096,"null",""
"1968-02-01","1968-02-01","1968-02-29",4.2,0.0,0.0,"null",""
"1968-03-01","1968-03-01","1968-03-31",3.8,0.0,0.0707106781186548,"null",""
"1968-04-01","1968-04-01","1968-04-30",3.2,0.0,0.0707106781186548,"null",""
"1968-05-01","1968-05-01","1968-05-31",2.9,0.0,0.3535533905932738,"null",""
"1968-06-01","1968-06-01","1968-06-30",4.5,0.0,0.0,"null",""
"1968-07-01","1968-07-01","1968-07-31",4.0,0.0,0.1414213562373093,"null",""
"1968-08-01","1968-08-01","1968-08-31",3.5,0.0,0.0707106781186548,"null",""
"1968-09-01","1968-09-01","1968-09-30",3.3,0.0,0.2828427124746193,"null",""
"1968-10-01","1968-10-01","1968-10-31",3.2,0.0,0.4242640687119283,"null",""
"1968-11-01","1968-11-01","1968-11-30",3.3,0.0,0.2121320343559644,"null",""
"1968-12-01","1968-12-01","1968-12-31",3.1,0.0,0.0,"null",""
"1969-01-01","1969-01-01","1969-01-31",3.7,0.0,0.1414213562373096,"null",""
"1969-02-01","1969-02-01","1969-02-28",3.7,0.0,0.0,"null",""
"1969-03-01","1969-03-01","1969-03-31",3.5,0.0,0.0707106781186548,"null",""
"1969-04-01","1969-04-01","1969-04-30",3.2,0.0,0.2121320343559641,"null",""
"1969-05-01","1969-05-01","1969-05-31",2.9,0.0,0.2121320343559644,"null",""
"1969-06-01","1969-06-01","1969-06-30",4.1,0.0,0.0707106781186545,"null",""
"1969-07-01","1969-07-01","1969-07-31",3.8,0.0,0.0707106781186545,"null",""
"1969-08-01","1969-08-01","1969-08-31",3.5,0.0,0.1414213562373096,"null",""
"1969-09-01","1969-09-01","1969-09-30",3.7,0.0,0.2828427124746193,"null",""
"1969-10-01","1969-10-01","1969-10-31",3.5,0.0,0.4242640687119283,"null",""
"1969-11-01","1969-11-01","1969-11-30",3.3,0.0,0.2828427124746193,"null",""
"1969-12-01","1969-12-01","1969-12-31",3.2,0.0,0.2828427124746189,"null",""
"1970-01-01","1970-01-01","1970-01-31",4.2,0.0,0.2121320343559641,"null",""
"1970-02-01","1970-02-01","1970-02-28",4.7,0.0,0.3535533905932738,"null",""
"1970-03-01","1970-03-01","1970-03-31",4.6,0.0,0.2121320343559641,"null",""
"1970-04-01","1970-04-01","1970-04-30",4.3,0.0,0.0,"null",""
"1970-05-01","1970-05-01","1970-05-31",4.1,0.0,0.0,"null",""
"1970-06-01","1970-06-01","1970-06-30",5.6,0.0,0.2828427124746193,"null",""
"1970-07-01","1970-07-01","1970-07-31",5.3,0.0,0.1414213562373096,"null",""
"1970-08-01","1970-08-01","1970-08-31",5.0,0.0,0.0,"null",""
"1970-09-01","1970-09-01","1970-09-30",5.2,0.0,0.2828427124746193,"null",""
"1970-10-01","1970-10-01","1970-10-31",5.1,0.0,0.2121320343559641,"null",""
"1970-11-01","1970-11-01","1970-11-30",5.5,0.0,0.0,"null",""
"1970-12-01","1970-12-01","1970-12-31",5.6,0.0,0.0707106781186548,"null",""
"1971-01-01","1971-01-01","1971-01-31",6.6,0.0,0.3535533905932738,"null",""
"1971-02-01","1971-02-01","1971-02-28",6.6,0.0,0.7071067811865476,"null",""
"1971-03-01","1971-03-01","1971-03-31",6.3,0.0,0.7778174593052021,"null",""
"1971-04-01","1971-04-01","1971-04-30",5.7,0.0,0.7778174593052021,"null",""
"1971-05-01","1971-05-01","1971-05-31",5.3,0.0,0.8485281374238569,"null",""
"1971-06-01","1971-06-01","1971-06-30",6.5,0.0,1.0606601717798212,"null",""
"1971-07-01","1971-07-01","1971-07-31",6.2,0.0,1.0606601717798212,"null",""
"1971-08-01","1971-08-01","1971-08-31",5.9,0.0,1.0606601717798212,"null",""
"1971-09-01","1971-09-01","1971-09-30",5.8,0.0,1.0606601717798212,"null",""
"1971-10-01","1971-10-01","1971-10-31",5.4,0.0,1.1313708498984758,"null",""
"1971-11-01","1971-11-01","1971-11-30",5.7,0.0,1.5556349186104046,"null",""
"1971-12-01","1971-12-01","1971-12-31",5.5,0.0,1.6970562748477138,"null",""
"1972-01-01","1972-01-01","1972-01-31",6.5,0.0,1.6970562748477138,"null",""
"1972-02-01","1972-02-01","1972-02-29",6.4,0.0,1.34350288425444,"null",""
"1972-03-01","1972-03-01","1972-03-31",6.1,0.0,1.2020815280171309,"null",""
"1972-04-01","1972-04-01","1972-04-30",5.5,0.0,0.9899494936611668,"null",""
"1972-05-01","1972-05-01","1972-05-31",5.1,0.0,0.8485281374238571,"null",""
"1972-06-01","1972-06-01","1972-06-30",6.2,0.0,0.636396103067893,"null",""
"1972-07-01","1972-07-01","1972-07-31",5.9,0.0,0.636396103067893,"null",""
"1972-08-01","1972-08-01","1972-08-31",5.5,0.0,0.636396103067893,"null",""
"1972-09-01","1972-09-01","1972-09-30",5.4,0.0,0.4242640687119283,"null",""
"1972-10-01","1972-10-01","1972-10-31",5.1,0.0,0.2121320343559647,"null",""
"1972-11-01","1972-11-01","1972-11-30",4.9,0.0,0.1414213562373096,"null",""
"1972-12-01","1972-12-01","1972-12-31",4.8,0.0,0.0707106781186545,"null",""
"1973-01-01","1973-01-01","1973-01-31",5.5,0.0,0.0707106781186545,"null",""
"1973-02-01","1973-02-01","1973-02-28",5.6,0.0,0.141421356237309,"null",""
"1973-03-01","1973-03-01","1973-03-31",5.2,0.0,0.1414213562373096,"null",""
"1973-04-01","1973-04-01","1973-04-30",4.8,0.0,0.1414213562373096,"null",""
"1973-05-01","1973-05-01","1973-05-31",4.4,0.0,0.1414213562373096,"null",""
"1973-06-01","1973-06-01","1973-06-30",5.4,0.0,0.2121320343559641,"null",""
"1973-07-01","1973-07-01","1973-07-31",5.0,0.0,0.2121320343559641,"null",""
"1973-08-01","1973-08-01","1973-08-31",4.7,0.0,0.2828427124746193,"null",""
"1973-09-01","1973-09-01","1973-09-30",4.7,0.0,0.2828427124746186,"null",""
"1973-10-01","1973-10-01","1973-10-31",4.2,0.0,0.2121320343559647,"null",""
"1973-11-01","1973-11-01","1973-11-30",4.6,0.0,0.5656854249492379,"null",""
"1973-12-01","1973-12-01","1973-12-31",4.6,0.0,0.4949747468305834,"null",""
"1974-01-01","1974-01-01","1974-01-31",5.7,0.0,0.7071067811865476,"null",""
"1974-02-01","1974-02-01","1974-02-28",5.8,0.0,0.5656854249492386,"null",""
"1974-03-01","1974-03-01","1974-03-31",5.3,0.0,0.6363961030678924,"null",""
"1974-04-01","1974-04-01","1974-04-30",4.8,0.0,0.4949747468305834,"null",""
"1974-05-01","1974-05-01","1974-05-31",4.6,0.0,0.4949747468305827,"null",""
"1974-06-01","1974-06-01","1974-06-30",5.8,0.0,0.5656854249492379,"null",""
"1974-07-01","1974-07-01","1974-07-31",5.7,0.0,0.636396103067893,"null",""
"1974-08-01","1974-08-01","1974-08-31",5.3,0.0,0.5656854249492379,"null",""
"1974-09-01","1974-09-01","1974-09-30",5.7,0.0,0.4949747468305834,"null",""
"1974-10-01","1974-10-01","1974-10-31",5.5,0.0,0.6363961030678924,"null",""
"1974-11-01","1974-11-01","1974-11-30",6.2,0.0,0.2121320343559647,"null",""
"1974-12-01","1974-12-01","1974-12-31",6.7,0.0,0.1414213562373096,"null",""
"1975-01-01","1975-01-01","1975-01-31",9.0,0.0,0.1414213562373096,"null",""
"1975-02-01","1975-02-01","1975-02-28",9.1,0.0,0.1414213562373096,"null",""
"1975-03-01","1975-03-01","1975-03-31",9.1,0.0,0.0707106781186545,"null",""
"1975-04-01","1975-04-01","1975-04-30",8.6,0.0,0.0,"null",""
"1975-05-01","1975-05-01","1975-05-31",8.3,0.0,0.141421356237309,"null",""
"1975-06-01","1975-06-01","1975-06-30",9.1,0.0,0.2828427124746186,"null",""
"1975-07-01","1975-07-01","1975-07-31",8.7,0.0,0.4949747468305834,"null",""
"1975-08-01","1975-08-01","1975-08-31",8.2,0.0,0.4242640687119283,"null",""
"1975-09-01","1975-09-01","1975-09-30",8.1,0.0,0.7071067811865476,"null",""
"1975-10-01","1975-10-01","1975-10-31",7.8,0.0,0.9192388155425116,"null",""
"1975-11-01","1975-11-01","1975-11-30",7.8,0.0,1.1313708498984762,"null",""
"1975-12-01","1975-12-01","1975-12-31",7.8,0.0,1.4849242404917502,"null",""
"1976-01-01","1976-01-01","1976-01-31",8.8,0.0,2.3334523779156067,"null",""
"1976-02-01","1976-02-01","1976-02-29",8.7,0.0,2.3334523779156067,"null",""
"1976-03-01","1976-03-01","1976-03-31",8.1,0.0,2.68700576850888,"null",""
"1976-04-01","1976-04-01","1976-04-30",7.4,0.0,2.68700576850888,"null",""
"1976-05-01","1976-05-01","1976-05-31",6.8,0.0,2.6162950903902265,"null",""
"1976-06-01","1976-06-01","1976-06-30",8.0,0.0,2.3334523779156067,"null",""
"1976-07-01","1976-07-01","1976-07-31",7.8,0.0,2.121320343559642,"null",""
