"date","start_date","end_date","OT","prior_history_avg","prior_history_std","fact","preds"
"1950-11-01","1950-11-01","1950-11-30",3.8,4.5,1.6970562748477145,"1998-04-27: The United States has rules of superintendence for courts, which include traffic cases.; 1998-05-04: The United States Department of Transportation has a manual for highway design, including commuter transfer facilities.; 1998-05-11: The Annual Average Daily Traffic (AADT) volume is used to measure traffic flow.; 1998-05-18: The 1996 recreational boating accidents include 2,868 accidents involving PWC and a total of 11,306 vessels.; 1998-05-25: The TEA-21 Summary allocates $270 million to create and improve recreational trails and $186 million to the Bureau of Transportation Statistics.",""
"1950-12-01","1950-12-01","1950-12-31",3.9,4.8,1.697056274847714,"1982-06-28: The Terwilliger Parkway Inventory in 1982 reported existing and projected traffic volumes.; 1982-07-05: The state of Florida in the United States had traffic congestion issues in 1982.; 1982-07-12: In 1982, rail passenger travel in the United States had begun to fall off, and federal subsidies were being assessed to support rail passenger service.; 1982-07-19: There is no objective fact about the current Traffic and Transportation situation in the provided search results.",""
"1951-01-01","1951-01-01","1951-01-31",4.4,6.3,1.8384776310850235,"1984-07-30: The Kern River Canyon Highway Corridor Study in 1984 predicted future traffic volume on the local street system in the Kern River Valley area.; 1984-08-06: Objective facts about the Traffic and Transportation situation:  The United States Power Co. has made environmental statements regarding traffic safety.  In Geneva Township, there are zoning regulations that restrict the volume of traffic generated by home occupations.; 1984-08-13: Objective facts about the Traffic and Transportation situation:  There is a historic report on the Ohio and Erie Canal, which shows traffic on the canal from 1827 to 1913.  There is a study on the safety issues of Lithium-Ion batteries for Electric and Plug-in Hybrid Vehicles.; 1984-08-20: The United States government has laws and regulations in place regarding transportation, such as Public Law 98-396, which mentions transportation allowances for travel within or between the contiguous United States.",""
"1951-02-01","1951-02-01","1951-02-28",4.2,6.85,1.4849242404917502,"2016-05-30: The Washington State Department of Transportation collects bicyclist and pedestrian count data throughout Washington state to understand safety and mobility.; 2016-06-06: The volume of visitors to the U.S. is expected to grow annually by 3.4 percent.; 2016-06-13: Traffic counts are widely used for site selection by real estate firms and franchises in the United States.; 2016-06-20: Traffic counts are used by departments of transportation for highway funding, and they provide data on vehicular traffic volumes and travel patterns in the United States.",""
"1951-03-01","1951-03-01","1951-03-31",3.8,6.35,1.0606601717798212,"2004-03-29: The United States has a complex transportation system with various modes of transportation, including roadways, sea containers, and public transportation.; 2004-04-05: The U.S. Department of Transportation is responsible for enforcing laws to preserve traffic flow and ensure public safety.; 2004-04-12: The traffic volume through Glenwood Canyon has increased since the construction of I-70.; 2004-04-19: The ABFSE stipulates that teams must travel to away competitions.",""
"1951-04-01","1951-04-01","1951-04-30",3.2,5.7,0.4242640687119283,"2007-03-26: Current traffic volumes must be collected to analyze the volume warrants, and the right-turning volume for all hours should be considered.; 2007-04-02: The speed limit for passenger cars in Ohio is 35 miles per hour or less, with a maximum noise limit of 70 decibels.; 2007-04-09: Traffic bottlenecks occur when traffic volumes exceed the available capacity of the roadway, leading to congestion.; 2007-04-16: State-owned roads, while just 8 percent of total route miles, carried 51 percent of the total traffic in the state and are critical to state commerce.; 2007-04-23: The traffic volume is higher in the summer, and travel times are affected by the tourism industry in Colorado.",""
"1951-05-01","1951-05-01","1951-05-31",2.9,5.5,0.2828427124746193,"2018-03-26: Traffic volume is a key factor in transportation planning, and various measures can be taken to decrease operating speeds, traffic volumes, and/or accident problems.; 2018-04-02: State Route 500 has a traffic volume of 72,000 in 2019.; 2018-04-09: As of 2018, U.S. driving reached 746 billion miles.; 2018-04-16: The Oregon Department of Transportation provides traffic counting data and trip planning information on its website.; 2018-04-23: At SEA Airport, the average daily volume is an important metric for understanding traffic and operations.",""
"1951-06-01","1951-06-01","1951-06-30",3.4,6.0,0.5656854249492386,"1981-07-27: The statistics on seat belt usage in the UK Parliament discussion on July 28, 1981, show an astonishing result, implying a significant impact on road safety.; 1981-08-10: Objective facts about the Traffic and Transportation situation:  There are mentions of traffic volume, travel, and transportation in various contexts, including government reports and analyses.; 1981-08-17: There is no relevant objective fact about the Traffic and Transportation situation in the provided search results.; 1981-08-24: The volume of traffic increased in the area due to the gold rush to Denver, Colorado, with 241,000 people traveling through Arkansas and 175,000 in the United States.",""
"1951-07-01","1951-07-01","1951-07-31",3.3,6.15,1.2020815280171309,"1980-04-28: There are no objective facts related to Traffic and Transportation in the provided search results.; 1980-05-05: The following facts are related to traffic and transportation:  * In 1980, there were traffic problems that impeded work in the Office of Fire and Marine Cargo Insurance.  * In 1980, there was a concern about managing tourist traffic on Highway 1 in Big Sur, particularly in Western United States.; 1980-05-12: The total volume of traffic is not broken down by vehicle type in the traffic count.; 1980-05-19: Objective facts about the Traffic and Transportation situation: NA (no relevant information found)",""
"1951-08-01","1951-08-01","1951-08-31",2.9,5.199999999999999,1.5556349186104046,"1980-09-29: The control of vehicle travel in the California Desert will be managed to improve traffic flow.; 1980-10-13: The approximately 1,666,000 freight cars in the U.S. fleet travel a total of almost 29 billion miles per year.; 1980-10-20: The United States is mentioned as a country with traveling and transportation activities in the 1980s.",""
"1951-09-01","1951-09-01","1951-09-30",3.0,4.95,1.3435028842544403,"1999-12-27: Water availability for operation of the Panama Canal is limited, and even at present traffic is a concern.; 2000-01-03: According to Caltrans, about 76 percent of California's HOV lane miles experienced volumes above 800 vehicles per hour (vph) during peak hours in 1998.; 2000-01-10: The volume of traffic in the through/right turn lane should be considered when conducting traffic studies.; 2000-01-17: Objective facts about the Traffic and Transportation situation: The volume of road traffic moving along the Konkan Railway Corporation Limited alignment was estimated by RITES in 1997.  Closing segments of interstates and certain other limited access highways to trucks requires approval of the Federal Highway Administration (FHWA).  Road Dust from rural vehicles emits more pollutants than urban ones, including heavy metal composition and minuscule particles suspended in the air.; 2000-01-24: As of 2000, there has been a decrease in the number of active petroleum USTs in the U.S. due to closures and improved environmental standards.",""
"1951-10-01","1951-10-01","1951-10-31",2.8,4.699999999999999,1.979898987322333,"2006-01-30: The average daily traffic count on U.S. Highway 281 north of Loop 1604 has more than doubled from 1990 to 2006.; 2006-02-06: According to the Federal Highway Administration (FHWA), the volume of freight traffic on the U.S. road system will increase 70 percent by 2020.; 2006-02-13: The traffic assignment procedures in TransCAD update travel time iteratively based on volume-delay.; 2006-02-20: The U.S. Department of Transportation aims to make travel safer and more efficient in the movement of large volumes of traffic at high speeds.",""
"1951-11-01","1951-11-01","1951-11-30",3.2,4.75,1.3435028842544403,"2013-05-27: The Maine Turnpike Authority offers an E-Z Discount Program that automatically enrolls users and calculates discounts based on trips from all transponder tolls.; 2013-06-03: Throughout the U.S., traffic volume is outgrowing road capacity, leading to pileups, delays, and road rage.; 2013-06-10: Objective facts about the Traffic and Transportation situation: Traffic volumes began to decline in December 1973 and continued through September 1974, with a 2.3% decrease in total travel in the 12 months through November 1974.  Average Annual Daily Traffic (AADT) represents the typical number of vehicles traveling a highway or road segment.; 2013-06-17: The D factor is the percentage of the peak hour travel in the peak direction during the peak hour.; 2013-06-24: The Western Boulevard serves as a gateway to downtown Raleigh and the central spine of North Carolina State, carrying a significant traffic volume.",""
"1951-12-01","1951-12-01","1951-12-31",2.9,4.95,1.4849242404917498,"1987-02-23: Objective facts about the Traffic and Transportation situation: NA; 1987-03-09: Objective facts about the Traffic and Transportation situation: The intersection of Route 419 with Brambleton Avenue (US 221) has high traffic volumes during the morning peak hour, with 40% of traffic volume.  Some states use the same design procedure for shoulder thickness as for the travel lane, while others use a percentage of the traffic in the adjacent lane.  Traffic volumes are growing faster than state and regional transportation agencies can deliver projects.; 1987-03-16: The volume of traffic in Hong Kong in the 1970s was heavy, with details of people playing mahjong in the middle of the road.   The other results are not relevant to Traffic and Transportation, so I will write ""NA"" for the other parts.; 1987-03-23: Objective facts about the Traffic and Transportation situation:  There is no relevant information about the current traffic and transportation situation.",""
"1952-01-01","1952-01-01","1952-01-31",3.7,6.0,2.262741699796952,"2006-07-31: Traffic congestion is pervasive in large regions and is worsening throughout the United States.; 2006-08-07: Objective facts about the Traffic and Transportation situation: Traffic volumes and pedestrian risks are correlated, with higher volumes leading to greater risks.  Non-response in the National Travel Surveys can be significant, affecting the accuracy of transportation data.; 2006-08-14: Several government agencies, such as PennDOT, LaDOTD, and NCDOT, are involved in monitoring and managing traffic volumes on highways and roads.; 2006-08-21: Traffic congestion is a growing problem throughout the United States, reducing travel speeds and increasing travel times.",""
"1952-02-01","1952-02-01","1952-02-29",3.8,6.050000000000001,2.616295090390226,"1988-03-28: Objective facts about the Traffic and Transportation situation: The California State Traffic Manual provides criteria for measuring traffic problems, including volume and speed of traffic.  The ""Manual on Uniform Traffic Control Devices"" provides guidelines for proper signing in traffic management.; 1988-04-04: New Jersey has the highest annual daily volume of traffic and one of the lowest gasoline taxes in the United States.; 1988-04-11: Two-thirds of the highway system in the United States and more than 90 percent of all the roads in the world are unsurfaced or lightly surfaced low volume.; 1988-04-18: The FAA provides guidelines for airport planning and design to ensure lower traffic volumes on terminal frontage roads.",""
"1952-03-01","1952-03-01","1952-03-31",3.3,5.449999999999999,2.3334523779156067,"1999-03-01: The Visa Waiver Program allows travelers to visit the United States without a visa.; 1999-03-08: There is no direct information about the current Traffic and Transportation situation in these search results.; 1999-03-15: Average speeds were estimated for selected sites in the Central Puget Sound Freeway Network, as traffic volumes are affected by speed.; 1999-03-22: The Maryland State Highway Administration maintains a traffic counting station on the Beltway just north of the American Legion Bridge.",""
"1952-04-01","1952-04-01","1952-04-30",3.0,4.6,1.979898987322333,"1990-07-30: The United States has not declared war since World War II.; 1990-08-06: There is no relevant information about Traffic and Transportation in the provided search results.; 1990-08-13: The volume of traffic is a function of traffic volume, percentage of trucks, and other factors.; 1990-08-20: There is no direct information about the current traffic and transportation situation. However, there are mentions of traffic counts, traffic signal warrants, and intersection-traffic flow studies, indicating that traffic management is a concern.",""
"1952-05-01","1952-05-01","1952-05-31",2.9,4.1,1.697056274847714,"1997-09-01: The character and amount of traffic over a cartway in earlier times was unlikely to disturb the privacy, peace, and tranquillity of the surroundings.; 1997-09-08: The volume of traffic on railroads was considered in the 20th century for cartography purposes.; 1997-09-15: The current state of traffic and transportation in the United States is focused on improving pedestrian facilities, increasing transit-supportive development, and addressing air quality issues.; 1997-09-22: The amount of importance attached to pesticides in air varies among Member States, and vehicular traffic can whirl up pesticides in the air.",""
"1952-06-01","1952-06-01","1952-06-30",3.2,4.5,1.5556349186104044,"1994-02-28: The volume of traffic is affected by the maintenance of roads and traffic congestion, which are costs imposed by users of petroleum products.; 1994-03-07: There is a mention of ""traffic hazards"" and ""traffic flow"" in the context of land use laws and zoning ordinances in the Town of Litchfield, New Hampshire.; 1994-03-14: The average daily traffic volume in Burlington is attributed to at least 25% of the United States Geodetic Survey (USGS) data.; 1994-03-21: The Rivers and Harbors Act of 1899 is mentioned in the Bonneville Library Portland document, indicating that it is a relevant law in the United States.",""
"1952-07-01","1952-07-01","1952-07-31",3.3,4.3,1.4142135623730951,"2009-08-31: The design of checkpoints should consider current and projected traffic volume to ensure effective border patrol.; 2009-09-07: The Minnesota Department of Transportation (MnDOT) maintains three types of state entry signs, including Type I - Major Entrance Monument, with 12 total signs.; 2009-09-14: The traffic analysis component of the US-24 Corridor Management Plan incorporates information on the existing transportation network, such as traffic volumes.; 2009-09-21: In 2009, vehicle traffic fatalities were a significant concern in the United States, with data available from the National Center for Statistics.",""
"1952-08-01","1952-08-01","1952-08-31",3.1,3.5,0.8485281374238569,"1981-12-28: The design and construction of roads in San Diego in 1941-1942 led to an increase in traffic to the city.; 1982-01-04: Objective facts about the Traffic and Transportation situation:  NA; 1982-01-11: The United States Department of Transportation was involved in a project evaluating Sulfer Extended Asphalt Pavement on January 15, 1982.; 1982-01-18: The Road Motor Transportation Act  is mentioned in the Government Gazette on January 22, 1982.",""
"1952-09-01","1952-09-01","1952-09-30",2.7,3.5,0.7071067811865476,"1989-01-30: The U.S. National Highway Traffic Safety Administration is demanding volumes of information from automotive companies.; 1989-02-06: The toll plazas with the highest volumes in New Jersey are Raritan, with 186,000 vehicles a day; Union, 171,000, and Essex, 142,000.; 1989-02-13: The proportion of passenger vehicle traffic in the traffic stream is a factor in travel demand studies.; 1989-02-20: The 24-hour traffic volume distribution along Interstate H-2 shows a variation in travel patterns.",""
"1952-10-01","1952-10-01","1952-10-31",2.4,3.05,0.3535533905932738,"1981-06-01: The traffic volumes listed in the Manual on Uniform Traffic Control Devices were compared to the conditions warranting installation of traffic control devices on Craycroft Road.; 1981-06-08: The average hourly traffic volume on Mondays between 7 a.m. and 8:00 a.m. is a relevant metric for understanding traffic patterns.; 1981-06-15: There is no specific information about the current traffic and transportation situation in the provided search results. However, there are mentions of highways, roads, and transportation-related topics, but they are not relevant to making predictions about traffic and transportation.; 1981-06-22: There were 130 MAN buses in traffic in Australia in 1981",""
"1952-11-01","1952-11-01","1952-11-30",2.5,3.5,0.4242640687119283,"2007-10-01: The volume of traffic on U.S. 66 in Oklahoma soared after a stretch of highway was paved in 1927.; 2007-10-08: The District Traffic Control Supervisor shall conduct inspections of state-awarded construction work zones as workload permits.; 2007-10-15: The traffic volume on US Route 44 between CR 71 (West Road) and CR 47 (South Ave) was factored and counted by CME.; 2007-10-22: The average 24-Hour Traffic Volume on Interstate 75 at US 33 in Wapakoneta is 573.",""
"1952-12-01","1952-12-01","1952-12-31",2.5,3.4,0.7071067811865476,"2010-05-31: The traffic impact study standards require the use of traffic volumes from transportation models, historic growth rates, or the build-up method, which should be agreed upon during pre-meetings.; 2010-06-07: The local state department of transportation and the U.S. Department of Transportation are involved in implementing transportation policies.; 2010-06-14: The study area has existing roadway conditions with roadway traffic volumes, level of service, vehicle miles travel, and other factors.; 2010-06-21: The Book of Standards for Highway & Incidental Structures is maintained by the Maryland Department of Transportation State.",""
"1953-01-01","1953-01-01","1953-01-31",3.4,4.050000000000001,0.4949747468305834,"1998-10-26: The United States has a high incidence of pulmonary embolism, exceeding 600,000 cases per year.; 1998-11-02: The people of the State of California enacted a statute in 1998 related to traffic violators and driving schools.; 1998-11-09: The median width, length of the opening, and design of a median opening and median ends should be based on traffic volumes.; 1998-11-16: The traffic volume on I-95 increased between 1976 and 1996, according to statistics and state transportation records.; 1998-11-23: There is no objective fact about the Traffic and Transportation situation in the provided search results.",""
"1953-02-01","1953-02-01","1953-02-28",3.2,4.0,0.2828427124746193,"2010-02-01: Objective facts about the Traffic and Transportation situation: The United States has the highest number of traffic signals, at 330,000.  The FAA is working to accommodate projected growth in air travel by improving traffic control and air navigation systems.  Passenger volumes at Atlanta Airport (ATL) are increasing, with over 273,000 travelers expected to pass through from May 1-19.  Traffic volumes on the I-84 corridor in the Treasure Valley have significantly increased.; 2010-02-08: The Iowa Department of Transportation has a traffic monitoring program that provides data on traffic volume and vehicle classification.; 2010-02-15: The US has room for improvement on safety for nonmotorized traffic, with only 10.5% of trips made by walking or biking in 2001.; 2010-02-22: As a nation, drivers in the United States travel slightly too fast and could improve overall life expectancy by decreasing their average speed slightly.",""
"1953-03-01","1953-03-01","1953-03-31",2.9,3.55,0.3535533905932738,"2020-02-24: The on-demand analytic service provides OD travel demand (trip volume) and State Smart Transportation Initiative programs in the United States analyzed walking.; 2020-03-02: Objective facts about the Traffic and Transportation situation: Existing traffic volume along US 380 exceeds 49,000 vehicles per day.; 2020-03-09: The main steps of the traditional AADT estimation method include gathering traffic volume data from CCSs and calculating several adjustment factors.; 2020-03-16: Average traffic volume per meter of major roadways in the county is a key metric for understanding traffic patterns. Traffic counts are performed by state Departments of Transportation.; 2020-03-23: The United States is experiencing reduced travel demand and traffic volume due to the COVID-19 pandemic, with a significant decrease in air travel demand.",""
"1953-04-01","1953-04-01","1953-04-30",2.8,3.1,0.1414213562373096,"1999-04-26: The design of roads and transportation facilities takes into account factors such as daily and peak-hour traffic volumes, modal split of traffic, and road safety management.; 1999-05-03: Objective facts about the Traffic and Transportation situation:  The total volume of goods shipped in the United States travel by pipeline.; 1999-05-10: The United States has seen growth in motor vehicle ownership and use, with 72% of households owning at least one vehicle and 82% of trips made by car.; 1999-05-17: The US Environmental Protection Agency sets standards for six pollutants under the Clean Air Act.; 1999-05-24: The volume of U.S. service exports amounts to about 40 percent of the value of merchandise trade figures.",""
"1953-05-01","1953-05-01","1953-05-31",2.5,2.9,0.0,"1993-08-30: The Federal Highway Administration (FHWA) believes that low-volume roads should be considered in traffic regulations.; 1993-09-06: Objective facts about the Traffic and Transportation situation: The U.S. Fire Administration (USFA) serves the leadership of the Department of Homeland Security (DHS) Preparedness Directorate.  A travel ticket may be given up before commencement of the travel, according to Federal Law No. (18) of 1993 Concerning The Commercial Transportation.  Inform the Air Tactical Group Supervisor of the air traffic situation external to the incident, according to the FIELD OPERATIONS GUIDE ICS 420-1.; 1993-09-13: There is no direct information about the current traffic and transportation situation. However, there are mentions of traffic volume, travel, and airport capacity in various contexts.; 1993-09-20: There are traffic counts for Wisconsin, and the State Department of Highways publishes traffic control devices.",""
"1953-06-01","1953-06-01","1953-06-30",2.7,3.3,0.1414213562373093,"1997-06-30: Objective facts about the Traffic and Transportation situation:  In the United States, 79% of all drivers wear their seat belts.; 1997-07-07: Apart from isolated periods, road traffic volume has been increasing.; 1997-07-14: The dataset from the Central Traffic Data Base of the Long-Term Pavement Performance (LTPP) project contained 99 sites from 19 states.; 1997-07-21: The Accommodation of Utilities on County Rights-of-Way document provides standards for ensuring safety of traffic and travel between major points in both rural and urban areas.",""
"1953-07-01","1953-07-01","1953-07-31",2.7,3.3,0.0,"1982-03-29: The volume of traffic increased on the neighboring islands, and traffic patterns were affected in downtown areas.; 1982-04-05: The severe accident on April 7, 1982, caused a traffic jam in Downtown Chrysler.; 1982-04-12: There is no relevant objective fact about the current Traffic and Transportation situation in the provided search results.; 1982-04-19: The United States Border Patrol set up roadblocks and an inspection point in Key West on April 23, 1982, causing traffic delays.",""
"1953-08-01","1953-08-01","1953-08-31",2.4,3.0,0.1414213562373096,"2021-03-01: The Nevada Department of Transportation will update traffic count data for 2023 in July 2024.; 2021-03-08: Vehicle travel trends, including average trip distance, trip count, trip duration, and vehicle miles traveled (VMT) for passenger vehicles, are indexed.; 2021-03-15: Travel during March 2021 on all roads and streets in the nation changed by +19.0% (+42.0 billion) compared to the previous year.; 2021-03-22: The United States Department of Transportation measures traffic volumes and traffic flow, indicating that when traffic volume is low, the cost of travel decreases.",""
"1953-09-01","1953-09-01","1953-09-30",2.6,2.85,0.2121320343559641,"1984-03-26: The Roads and Road Traffic Act is a legislation in Zambia that regulates road traffic.; 1984-04-02: The United States census counted farms in Westchester, including any agricultural land that may affect traffic and transportation.; 1984-04-09: The volume and composition of traffic determine the geometric requirements for roads, streets, walks, and open storage areas.; 1984-04-16: There is no relevant objective fact about Traffic and Transportation situation in the given search results.; 1984-04-23: The Traffic Safety Commission has created an index for front traffic safety.",""
"1953-10-01","1953-10-01","1953-10-31",2.5,2.6,0.2828427124746189,"2009-03-30: The Washington State Department of Transportation (WSDOT) has an extensive archive of freeway volume and lane occupancy data as well as an extensive archive of HOV lane volume, vehicle occupancy, and travel time data.; 2009-04-06: Traffic volumes and speed are important factors in transportation planning, with higher speed traffic requiring superior classification of highways.; 2009-04-13: In 2010, the Indiana State Government expanded its traffic data collection to include non-state maintained roads.; 2009-04-20: The United States has a large rural two-lane highway system with relatively low traffic volumes, making significant expenditures for improvements unlikely.",""
"1953-11-01","1953-11-01","1953-11-30",3.2,2.85,0.4949747468305834,"1995-02-27: The American Association of State Highway and Transportation Officials (AASHTO) has standard specifications for construction and maintenance of highways, which include considerations for holiday traffic volume.; 1995-03-06: Objective facts about the Traffic and Transportation situation: Traffic fatality reported in the United States on March 10, 1995.  Safety and Emergency Procedures guidelines were established in West Virginia on March 9, 1995.  Three men were killed in a vehicle accident in Barry County on March 8, 1995.; 1995-03-13: The Annual Daily Traffic (ADT) is calculated by dividing the annual two-way traffic volume per year by 365 days.; 1995-03-20: The use of land in a district can change from residential to commercial, affecting existing structures.",""
"1953-12-01","1953-12-01","1953-12-31",4.2,2.7,0.2828427124746189,"2020-01-27: Over 40% of drivers on Highway 212 in Cologne and I-94 in Maple Grove originated in Greater Minnesota.; 2020-02-03: The busiest airports in the United States by total passenger boardings are Hartsfield-Jackson Atlanta International Airport, Los Angeles International Airport, and O'Hare International Airport.; 2020-02-10: The Maryland Department of Transportation State Highway Administration provides truck volume maps, which are graphical representations of average traffic volumes.; 2020-02-17: The average day of the year for all traffic-counting stations in Maryland shows a certain pattern of traffic volume.",""
"1954-01-01","1954-01-01","1954-01-31",5.7,3.55,0.2121320343559644,"2014-12-01: The U.S. Department of Transportation is involved in determining the effectiveness of road diets, which aim to reduce traffic volumes and improve safety.; 2014-12-08: Objective Facts about the Traffic and Transportation situation: Traffic volume varies widely on certain stretches of road, such as Interstate Highway 35 between Ankeny and Ames, with an average of 35,600 vehicles per day.  The most heavily traveled roads are prioritized for snow removal, followed by streets on a steep slope and then streets with low traffic volume.  Traffic flow characteristics, including volume counts, are a major component of transportation inventory.; 2014-12-15: The United States Transportation Command (USTRANSCOM) is a key player in the country's transportation system.; 2014-12-22: The Eisenhower Tunnel traffic counts are available on the Colorado Department of Transportation website.",""
"1954-02-01","1954-02-01","1954-02-28",6.3,3.5,0.4242640687119283,"2020-08-31: By the end of March 2020, highway traffic volumes were reduced to 60 percent of the volume measured during the same time in 2019 in Washington State.; 2020-09-07: In 2018 and 2019, performance measures used 2015 volume data, and travel reliability and safe flow of traffic along corridors have improved in the United States.; 2020-09-14: Traffic volume nears pre-pandemic levels across Port Authority crossings.; 2020-09-21: Annual Average Daily Traffic (AADT) is the average of the daily volumes traveling at a location for a year, estimated from short-term counts.",""
"1954-03-01","1954-03-01","1954-03-31",6.4,3.1,0.2828427124746189,"1988-04-25: The total credit amount for travel papers is US$34.5 million.; 1988-05-02: There is no objective fact about the current Traffic and Transportation situation in the provided search results.; 1988-05-09: There is no relevant information about the current Traffic and Transportation situation in the provided search results.; 1988-05-16: The United States government has laws and regulations related to traffic and transportation, such as air defense traffic operating and flight rules.; 1988-05-23: There is a mention of ""traffic management"" and ""air traffic control authorities"" in the context of international agreements and regulations.",""
